Player,Nation,Pos,Age,Playing Time_MP,Playing Time.1_Starts,Playing Time.2_Min,Playing Time.3_90s,Performance_Gls,Performance.1_Ast,Performance.2_G+A,Performance.3_G-PK,Performance.4_PK,Performance.5_PKatt,Performance.6_CrdY,Performance.7_CrdR,Expected_xG,Expected.1_npxG,Expected.2_xAG,Expected.3_npxG+xAG,Progression_PrgC,Progression.1_PrgP,Progression.2_PrgR,Per 90 Minutes_Gls,Per 90 Minutes.1_Ast,Per 90 Minutes.2_G+A,Per 90 Minutes.3_G-PK,Per 90 Minutes.4_G+A-PK,Per 90 Minutes.5_xG,Per 90 Minutes.6_xAG,Per 90 Minutes.7_xG+xAG,Per 90 Minutes.8_npxG,Per 90 Minutes.9_npxG+xAG,MP,Playing Time_Starts,Playing Time.1_Min,Playing Time.2_90s
Sergio León,es ESP,FW,33.0,,,,,8.0,1.0,9.0,7.0,1.0,2.0,0.0,1.0,3.9,2.3,1.2,3.5,21.0,22.0,75.0,0.5,0.06,0.56,0.44,0.5,0.26,0.08,0.34,0.16,0.23,31.0,15.0,1448.0,16.1
Martin Hongla,cm CMR,"DF,MF",24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.3,0.3,6.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,16.0,15.0,1306.0,14.5
Luis Pérez,es ESP,DF,27.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,24.0,42.0,84.0,0.0,0.07,0.07,0.0,0.07,0.01,0.07,0.08,0.01,0.08,20.0,16.0,1288.0,14.3
Iván Sánchez,es ESP,"MF,FW",29.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,2.4,58.0,65.0,61.0,0.14,0.07,0.21,0.14,0.21,0.06,0.12,0.19,0.06,0.19,27.0,15.0,1287.0,14.3
Lucas Oliveira Rosa,br BRA,DF,22.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.0,1.4,24.0,22.0,61.0,0.0,0.16,0.16,0.0,0.16,0.03,0.1,0.13,0.03,0.13,20.0,14.0,1126.0,12.5
Sergio Asenjo,es ESP,GK,33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1080.0,12.0
Shon Weissman,il ISR,FW,26.0,,,,,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.3,2.3,0.2,2.5,7.0,4.0,15.0,0.21,0.0,0.21,0.21,0.21,0.28,0.02,0.3,0.28,0.3,17.0,8.0,877.0,9.7
Darwin Machís,ve VEN,FW,29.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,2.1,3.3,29.0,10.0,53.0,0.0,0.15,0.15,0.0,0.15,0.17,0.32,0.49,0.17,0.49,11.0,7.0,599.0,6.7
David Torres,es ESP,DF,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.6,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,9.0,3.0,556.0,6.2
Sergi Guardiola,es ESP,FW,31.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.2,7.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.18,0.21,15.0,8.0,528.0,5.9
Zouhair Feddal,ma MAR,DF,33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.1,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,10.0,5.0,390.0,4.3
Kenedy,br BRA,"FW,DF",26.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.6,1.1,4.0,4.0,21.0,0.0,0.31,0.31,0.0,0.31,0.17,0.19,0.36,0.17,0.36,13.0,2.0,294.0,3.3
Selim Amallah,ma MAR,"MF,FW",25.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.9,0.9,0.3,1.1,11.0,10.0,9.0,0.67,0.34,1.01,0.67,1.01,0.29,0.09,0.38,0.29,0.38,7.0,3.0,267.0,3.0
Juanjo Narváez,co COL,"MF,FW",27.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,7.0,3.0,247.0,2.7
Anuar,ma MAR,"MF,FW",27.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.8,6.0,3.0,4.0,0.43,0.0,0.43,0.43,0.43,0.15,0.2,0.35,0.15,0.35,3.0,3.0,210.0,2.3
Mickael Malsa,mq MTQ,MF,26.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,159.0,1.8
Toni Villa,es ESP,MF,27.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2.0,1.0,91.0,1.0
Diego Moreno,es ESP,DF,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,86.0,1.0
Sékou Gassama,sn SEN,FW,27.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.06,0.09,1.15,1.06,1.15,1.0,0.0,36.0,0.4
Manuel Pozo,es ESP,FW,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.49,0.17,0.66,0.49,0.66,1.0,0.0,19.0,0.2
Roberto Arroyo,es ESP,MF,18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.2
Álvaro Aceves,es ESP,GK,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.1
Babatunde Akinsola,ng NGA,FW,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.1
Iván Cédric,es ESP,FW,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Víctor Rofino,es ESP,DF,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Mario Maroto,es ESP,MF,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Alberto Quintana,es ESP,DF,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Daniel Parejo,es ESP,MF,33.0,,,,,3.0,5.0,8.0,1.0,2.0,4.0,7.0,0.0,4.8,1.5,5.2,6.7,28.0,290.0,34.0,0.07,0.12,0.19,0.02,0.14,0.12,0.13,0.25,0.04,0.17,48.0,40.0,3746.0,41.6
Pau Torres,es ESP,DF,25.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,2.4,2.4,1.0,3.5,76.0,202.0,12.0,0.03,0.0,0.03,0.03,0.03,0.07,0.03,0.1,0.07,0.1,37.0,36.0,3309.0,36.8
Samuel Chukwueze,ng NGA,"FW,MF",23.0,,,,,12.0,10.0,22.0,12.0,0.0,0.0,2.0,0.0,8.0,8.0,5.1,13.0,166.0,103.0,330.0,0.35,0.29,0.65,0.35,0.65,0.25,0.16,0.41,0.25,0.41,48.0,37.0,3067.0,34.1
Yeremi Pino,es ESP,"FW,MF",19.0,,,,,4.0,7.0,11.0,4.0,0.0,0.0,10.0,0.0,8.7,8.7,6.4,15.1,75.0,69.0,298.0,0.12,0.21,0.33,0.12,0.33,0.28,0.21,0.49,0.28,0.49,46.0,36.0,2959.0,32.9
Alex Baena,es ESP,"MF,FW",21.0,,,,,12.0,3.0,15.0,12.0,0.0,0.0,17.0,1.0,5.2,5.2,7.5,12.7,70.0,160.0,143.0,0.39,0.1,0.48,0.39,0.48,0.19,0.27,0.46,0.19,0.46,46.0,30.0,2786.0,31.0
Pepe Reina,es ESP,GK,39.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,30.0,30.0,2730.0,30.3
Aïssa Mandi,dz ALG,DF,30.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,9.0,70.0,10.0,0.0,0.04,0.04,0.0,0.04,0.01,0.02,0.03,0.01,0.03,33.0,27.0,2520.0,28.0
Juan Foyth,ar ARG,DF,24.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,1.7,2.8,51.0,114.0,24.0,0.04,0.08,0.12,0.04,0.12,0.05,0.07,0.12,0.05,0.12,29.0,26.0,2277.0,25.3
Étienne Capoue,fr FRA,MF,34.0,,,,,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,2.7,2.7,1.6,4.3,46.0,103.0,75.0,0.24,0.08,0.32,0.24,0.32,0.12,0.07,0.19,0.12,0.19,36.0,23.0,2248.0,25.0
Raúl Albiol,es ESP,DF,36.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.0,0.1,14.0,105.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,27.0,26.0,2209.0,24.5
Nicolas Jackson,sn SEN,FW,21.0,,,,,13.0,5.0,18.0,13.0,0.0,0.0,8.0,1.0,10.6,10.6,3.5,14.0,60.0,52.0,137.0,0.57,0.22,0.79,0.57,0.79,0.5,0.16,0.66,0.5,0.66,36.0,19.0,2048.0,22.8
José Luis Morales,es ESP,"FW,MF",35.0,,,,,13.0,4.0,17.0,12.0,1.0,2.0,2.0,0.0,9.5,8.8,2.3,11.0,54.0,22.0,136.0,0.63,0.19,0.83,0.58,0.78,0.52,0.13,0.65,0.48,0.6,40.0,18.0,1850.0,20.6
Alfonso Pedraza,es ESP,DF,26.0,,,,,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,2.0,3.2,68.0,31.0,145.0,0.0,0.22,0.22,0.0,0.22,0.07,0.11,0.18,0.07,0.18,27.0,20.0,1667.0,18.5
Gerard Moreno,es ESP,FW,30.0,,,,,10.0,6.0,16.0,8.0,2.0,3.0,4.0,0.0,10.2,8.6,2.8,11.4,25.0,78.0,126.0,0.56,0.34,0.9,0.45,0.78,0.67,0.19,0.86,0.57,0.76,27.0,17.0,1606.0,17.8
Alberto Moreno,es ESP,DF,30.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,1.5,2.6,43.0,56.0,112.0,0.0,0.12,0.12,0.0,0.12,0.07,0.09,0.16,0.07,0.16,28.0,17.0,1563.0,17.4
Kiko Femenía,es ESP,DF,31.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,0.9,40.0,74.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,26.0,16.0,1485.0,16.5
Johan Mojica,co COL,DF,29.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.6,2.0,56.0,35.0,91.0,0.0,0.12,0.12,0.0,0.12,0.02,0.12,0.15,0.02,0.15,27.0,14.0,1451.0,16.1
Jorge Cuenca,es ESP,DF,22.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.8,1.8,10.0,71.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,21.0,15.0,1451.0,16.1
Giovani Lo Celso,ar ARG,"MF,FW",26.0,,,,,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,2.6,2.6,3.5,6.1,45.0,122.0,92.0,0.14,0.2,0.34,0.14,0.34,0.18,0.24,0.42,0.18,0.42,27.0,15.0,1318.0,14.6
Manu Trigueros,es ESP,MF,30.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,1.3,1.9,16.0,106.0,31.0,0.07,0.14,0.21,0.07,0.21,0.05,0.1,0.15,0.05,0.15,30.0,14.0,1295.0,14.4
Gerónimo Rulli,ar ARG,GK,30.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1260.0,14.0
Francis Coquelin,fr FRA,MF,31.0,,,,,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.2,14.0,53.0,40.0,0.22,0.07,0.3,0.22,0.3,0.09,0.09,0.19,0.09,0.19,23.0,15.0,1202.0,13.4
Ramón Terrats,es ESP,MF,21.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,2.5,23.0,51.0,40.0,0.1,0.1,0.2,0.1,0.2,0.1,0.15,0.25,0.1,0.25,18.0,12.0,891.0,9.9
Manu Morlanes,es ESP,MF,23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.4,0.5,15.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,13.0,11.0,850.0,9.4
Arnaut Danjuma,nl NED,FW,25.0,,,,,6.0,0.0,6.0,5.0,1.0,2.0,0.0,0.0,5.2,3.6,0.9,4.6,18.0,6.0,52.0,0.66,0.0,0.66,0.55,0.55,0.66,0.12,0.77,0.46,0.58,17.0,10.0,814.0,9.0
Filip Jørgensen,dk DEN,GK,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,540.0,6.0
Adrián de la Fuente,es ESP,DF,23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,4.0,4.0,274.0,3.0
Diego Collado,es ESP,FW,21.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.94,0.0,0.94,0.94,0.94,0.0,0.0,0.0,0.0,0.0,3.0,1.0,96.0,1.1
Pascu,es ESP,"DF,FW",19.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,1.34,0.0,1.34,1.34,1.34,0.19,0.0,0.19,0.19,0.19,3.0,1.0,67.0,0.7
Mamadou Fall,sn SEN,DF,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,0.7
Haissem Hassan,fr FRA,"FW,MF",20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,2.0,0.0,52.0,0.6
Fernando Niño,es ESP,"MF,FW",21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,3.0,0.0,22.0,0.2
Alberto Del Moral,es ESP,MF,22.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.1
Rodrigo Alonso,es ESP,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Antonio Pacheco,es ESP,MF,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Gianni,es ESP,GK,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Marcos Sánchez,es ESP,MF,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Pervis Estupiñán,ec ECU,DF,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Iker Álvarez,ad AND,GK,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Sergio Carreira,es ESP,DF,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Carlo,es ESP,MF,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Carlos Romero,es ESP,DF,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Daniel Baier,de GER,MF,34.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,1.2,2.1,50.0,187.0,34.0,0.0,0.03,0.03,0.0,0.03,0.03,0.04,0.07,0.03,0.07,36.0,36.0,3081.0,34.2
Rani Khedira,de GER,"DF,MF",24.0,,,,,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,1.5,1.5,0.6,2.1,14.0,72.0,27.0,0.12,0.03,0.15,0.12,0.15,0.05,0.02,0.07,0.05,0.07,34.0,34.0,3018.0,33.5
Philipp Max,de GER,"DF,MF",24.0,,,,,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,2.4,2.4,4.9,7.3,63.0,89.0,155.0,0.12,0.12,0.24,0.12,0.24,0.08,0.17,0.25,0.08,0.25,34.0,34.0,2989.0,33.2
Michael Gregoritsch,at AUT,"MF,FW",24.0,,,,,8.0,2.0,10.0,7.0,1.0,1.0,5.0,0.0,10.1,9.3,2.5,11.8,36.0,102.0,145.0,0.25,0.06,0.31,0.22,0.28,0.36,0.09,0.45,0.34,0.43,36.0,32.0,2907.0,32.3
Jonathan Schmid,fr FRA,DF,28.0,,,,,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,0.8,0.8,3.3,4.1,43.0,109.0,87.0,0.1,0.24,0.34,0.1,0.34,0.03,0.12,0.15,0.03,0.15,29.0,29.0,2610.0,29.0
Jeffrey Gouweleeuw,nl NED,DF,27.0,,,,,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,2.0,2.7,25.0,127.0,2.0,0.0,0.11,0.11,0.0,0.11,0.03,0.09,0.12,0.03,0.12,28.0,27.0,2422.0,26.9
André Hahn,de GER,"FW,MF",27.0,,,,,5.0,4.0,9.0,5.0,0.0,0.0,8.0,0.0,2.9,2.9,4.1,7.0,41.0,29.0,127.0,0.19,0.15,0.34,0.19,0.34,0.13,0.18,0.31,0.13,0.31,32.0,25.0,2383.0,26.5
Koo Ja-cheol,kr KOR,MF,29.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,3.7,3.7,0.8,4.5,24.0,65.0,48.0,0.1,0.05,0.15,0.1,0.15,0.2,0.05,0.25,0.2,0.25,28.0,21.0,1824.0,20.3
Martin Hinteregger,at AUT,DF,25.0,,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,16.0,65.0,2.0,0.1,0.0,0.1,0.1,0.1,0.05,0.04,0.09,0.05,0.09,20.0,20.0,1785.0,19.8
Marco Richter,de GER,"MF,FW",20.0,,,,,5.0,7.0,12.0,5.0,0.0,0.0,4.0,0.0,3.5,3.5,2.9,6.5,57.0,45.0,142.0,0.26,0.37,0.63,0.26,0.63,0.22,0.18,0.41,0.22,0.41,29.0,20.0,1726.0,19.2
Gregor Kobel,ch SUI,GK,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1599.0,17.8
Andreas Luthe,de GER,GK,31.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,1521.0,16.9
Kevin Danso,at AUT,DF,19.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.7,6.0,36.0,2.0,0.06,0.06,0.12,0.06,0.12,0.04,0.01,0.05,0.04,0.05,21.0,15.0,1458.0,16.2
Alfreð Finnbogason,is ISL,FW,29.0,,,,,11.0,2.0,13.0,7.0,4.0,4.0,2.0,0.0,10.6,7.5,2.4,9.8,21.0,27.0,110.0,0.7,0.13,0.82,0.44,0.57,0.71,0.16,0.88,0.5,0.66,20.0,17.0,1423.0,15.8
Caiuby,br BRA,"MF,FW",30.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.2,2.2,1.0,3.2,29.0,31.0,82.0,0.16,0.08,0.23,0.16,0.23,0.2,0.09,0.28,0.2,0.28,16.0,11.0,1155.0,12.8
Ji Dong-won,kr KOR,"MF,FW",27.0,,,,,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,1.6,1.6,1.0,2.6,29.0,42.0,53.0,0.37,0.09,0.46,0.37,0.46,0.16,0.1,0.26,0.16,0.26,16.0,11.0,982.0,10.9
Kostas Stafylidis,gr GRE,DF,24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.0,1.3,14.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12,14.0,11.0,979.0,10.9
Jan Morávek,cz CZE,MF,28.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.9,5.0,28.0,7.0,0.0,0.22,0.22,0.0,0.22,0.03,0.08,0.1,0.03,0.1,14.0,8.0,833.0,9.3
Raphael Framberger,de GER,"DF,MF",22.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,1.5,23.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,8.0,7.0,668.0,7.4
Sergio Córdova,ve VEN,FW,20.0,,,,,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,8.0,11.0,27.0,0.42,0.0,0.42,0.42,0.42,0.17,0.03,0.2,0.17,0.2,22.0,4.0,636.0,7.1
Reece Oxford,eng ENG,DF,19.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.1,0.4,2.0,14.0,1.0,0.0,0.15,0.15,0.0,0.15,0.06,0.01,0.07,0.06,0.07,9.0,7.0,595.0,6.6
Georg Teigl,at AUT,"MF,FW",27.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,7.0,3.0,416.0,4.6
Fabian Giefer,de GER,GK,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,4.0,4.0,360.0,4.0
Fredrik Jensen,fi FIN,"FW,MF",20.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.0,3.0,3.0,9.0,0.0,0.33,0.33,0.0,0.33,0.12,0.33,0.45,0.12,0.45,9.0,2.0,270.0,3.0
Julian Schieber,de GER,FW,29.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.6,1.3,2.0,7.0,24.0,0.35,0.0,0.35,0.35,0.35,0.23,0.21,0.44,0.23,0.44,9.0,3.0,258.0,2.9
Felix Götze,de GER,MF,20.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.0,1.1,0.0,4.0,2.0,0.43,0.0,0.43,0.43,0.43,0.75,0.0,0.75,0.75,0.75,9.0,1.0,209.0,2.3
Simon Asta,de GER,DF,17.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,1.0,1.0,90.0,1.0
Christoph Janker,de GER,"MF,FW",33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,72.0,0.8
Jan-Ingwer Callsen-Bracker,de GER,DF,33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.86,1.0,0.0,7.0,0.1
Jozo Stanić,hr CRO,MF,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Maurice Malone,de GER,"FW,MF",17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Cheon Seonghoon,kr KOR,FW,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Benjamin Leneis,de GER,GK,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Romario Rösch,de GER,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Stefano Russo,de GER,"DF,MF",18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Lukáš Hrádecký,fi FIN,GK,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,3600.0,40.0
